author_genres,author_name,book_title,genre_1,genre_2,comb
science fiction,cosimo yap,earth's gambit,science fiction,audiobook,science fiction cosimo yap earth's gambit science fiction audiobook
literature fiction young adult,sharyn november,firebirds  an anthology of original fantasy and science fiction,fantasy,short stories,literature fiction young adult sharyn november firebirds  an anthology of original fantasy and science fiction fantasy short stories
fantasy science fiction,tao wong,life in the north,fantasy,science fiction,fantasy science fiction tao wong life in the north fantasy science fiction
romance historical fiction,dawn thompson,blue moon enchantment,anthologies,see top shelves…,romance historical fiction dawn thompson blue moon enchantment anthologies see top shelves…
mystery thrillers literature fiction,george v. higgins,the friends of eddie coyle,fiction,mystery,mystery thrillers literature fiction george v. higgins the friends of eddie coyle fiction mystery
literature fiction contemporary,mikael niemi,popular music from vittula,fiction,european literature,literature fiction contemporary mikael niemi popular music from vittula fiction european literature
romance,jannine gallant,road to serendipity,romance,see top shelves…,romance jannine gallant road to serendipity romance see top shelves…
fantasy horror,michael-scott earle,undefeated,fantasy,science fiction,fantasy horror michael-scott earle undefeated fantasy science fiction
mystery thrillers,horace mccoy,they shoot horses  don't they?,fiction,mystery,mystery thrillers horace mccoy they shoot horses  don't they? fiction mystery
children s books young adult,laura dower,the boy next door,childrens,childrens,children s books young adult laura dower the boy next door childrens childrens
romance,erin downing,juicy gossip,childrens,realistic fiction,romance erin downing juicy gossip childrens realistic fiction
fantasy fiction,michael deyhim,adventures of a scribe,fantasy,fantasy,fantasy fiction michael deyhim adventures of a scribe fantasy fantasy
science fiction fantasy urban fantasy,john van stry,champion for hire,fantasy,polyamorous,science fiction fantasy urban fantasy john van stry champion for hire fantasy polyamorous
science fiction fantasy,holly lisle,the adventure of creation (think sideways writers anthology #1),anthologies,language,science fiction fantasy holly lisle the adventure of creation (think sideways writers anthology #1) anthologies language
manga,kugane maruyama,overlord  vol. 1  the undead king,novels,fantasy,manga kugane maruyama overlord  vol. 1  the undead king novels fantasy
fantasy,r.r. virdi,goblin king (monster slayer online #1),fantasy,see top shelves…,fantasy r.r. virdi goblin king (monster slayer online #1) fantasy see top shelves…
literature fiction,shelagh watkins,forever friends,short stories,see top shelves…,literature fiction shelagh watkins forever friends short stories see top shelves…
fantasy,mon d. rea,dreamscape beta,fiction,science fiction,fantasy mon d. rea dreamscape beta fiction science fiction
science fiction,mitchell t. jacobs,black wolf,science fiction,see top shelves…,science fiction mitchell t. jacobs black wolf science fiction see top shelves…
fantasy science fiction,brian mcgoldrick,ultimatum of the nameless god,fantasy,fantasy,fantasy science fiction brian mcgoldrick ultimatum of the nameless god fantasy fantasy
science fiction fantasy young adult,eric s. nylund,hero of thera,fantasy,audiobook,science fiction fantasy young adult eric s. nylund hero of thera fantasy audiobook
science fiction fantasy,conor kostick,epic,science fiction,fantasy,science fiction fantasy conor kostick epic science fiction fantasy
science fiction,stephan morse,continue online part one  memories,fantasy,science fiction,science fiction stephan morse continue online part one  memories fantasy science fiction
science fiction fantasy children s chick lit,sienna mercer,switched,paranormal,fantasy,science fiction fantasy children s chick lit sienna mercer switched paranormal fantasy
science fiction fantasy,shemer kuznits,life reset,fantasy,audiobook,science fiction fantasy shemer kuznits life reset fantasy audiobook
litrpg science fiction,andrei livadny,edge of reality,science fiction,science fiction,litrpg science fiction andrei livadny edge of reality science fiction science fiction
science fiction computers internet,jerry pournelle,king david's spaceship,fiction,science fiction,science fiction computers internet jerry pournelle king david's spaceship fiction science fiction
science fiction fantasy,b.v. larson,swarm,science fiction,fiction,science fiction fantasy b.v. larson swarm science fiction fiction
science fiction,john birmingham,designated targets,science fiction,science fiction,science fiction john birmingham designated targets science fiction science fiction
science fiction,robert buettner,orphanage,science fiction,science fiction,science fiction robert buettner orphanage science fiction science fiction
science fiction fantasy,ian douglas,earth strike,science fiction,space,science fiction fantasy ian douglas earth strike science fiction space
science fiction fantasy,william c. dietz,legion of the damned,science fiction,fiction,science fiction fantasy william c. dietz legion of the damned science fiction fiction
science fiction fantasy,fred saberhagen,berserker,science fiction,fiction,science fiction fantasy fred saberhagen berserker science fiction fiction
science fiction fantasy,keith laumer,bolo,science fiction,fiction,science fiction fantasy keith laumer bolo science fiction fiction
science fiction fantasy,jack campbell,invincible,science fiction,space,science fiction fantasy jack campbell invincible science fiction space
science fiction fantasy,john steakley,armor,science fiction,fiction,science fiction fantasy john steakley armor science fiction fiction
fiction horror,matt schiariti,words with fiends,short stories,see top shelves…,fiction horror matt schiariti words with fiends short stories see top shelves…
comics graphic novels,kazuki takahashi,yu gi oh!  vol. 1  the millenium puzzle,sequential art,fantasy,comics graphic novels kazuki takahashi yu gi oh!  vol. 1  the millenium puzzle sequential art fantasy
thriller,chris kuzneski,sign of the cross,thriller,fiction,thriller chris kuzneski sign of the cross thriller fiction
science fiction fantasy historical fiction,jack whyte,knights of the black and white,historical,fiction,science fiction fantasy historical fiction jack whyte knights of the black and white historical fiction
literature fiction,clive cussler,fire ice,adventure,fiction,literature fiction clive cussler fire ice adventure fiction
thriller,stacy allen,expedition indigo,mystery,adventure,thriller stacy allen expedition indigo mystery adventure
literature fiction mystery thrillers,sam bourne,the righteous men,thriller,fiction,literature fiction mystery thrillers sam bourne the righteous men thriller fiction
mystery thrillers,lincoln child,the third gate,thriller,fiction,mystery thrillers lincoln child the third gate thriller fiction
adventure science,david gibbins,atlantis,fiction,thriller,adventure science david gibbins atlantis fiction thriller
gay and lesbian,laura susan johnson,crush,romance,sociology,gay and lesbian laura susan johnson crush romance sociology
thriller crime fiction,david         miller,year of the tiger,thriller,war,thriller crime fiction david         miller year of the tiger thriller war
history children s books,kristiana gregory,eleanor  crown jewel of aquitaine  france  1136,historical,young adult,history children s books kristiana gregory eleanor  crown jewel of aquitaine  france  1136 historical young adult
children s books,ellen levine,henry's freedom box  a true story from the underground railroad,childrens,historical,children s books ellen levine henry's freedom box  a true story from the underground railroad childrens historical
romance gay lesbian,v.l. mcelfresh,reclaiming love,romance,erotica,romance gay lesbian v.l. mcelfresh reclaiming love romance erotica
mystery thrillers,matthew reilly,the 5 greatest warriors,thriller,adventure,mystery thrillers matthew reilly the 5 greatest warriors thriller adventure
children s books poetry,mary mapes dodge,hans brinker  or the silver skates,classics,fiction,children s books poetry mary mapes dodge hans brinker  or the silver skates classics fiction
literature fiction young adult outdoors nature,arthur ransome,swallows and amazons,classics,fiction,literature fiction young adult outdoors nature arthur ransome swallows and amazons classics fiction
gay lesbian,dawn h. hawkes,blood of a leo,romance,fantasy,gay lesbian dawn h. hawkes blood of a leo romance fantasy
children s books,lois lenski,indian captive  the story of mary jemison,historical,young adult,children s books lois lenski indian captive  the story of mary jemison historical young adult
gay lesbian,g.n. chevalier,bonds of earth,romance,historical,gay lesbian g.n. chevalier bonds of earth romance historical
romance,caroline fyffe,where the wind blows,romance,westerns,romance caroline fyffe where the wind blows romance westerns
literature fiction,chris d'lacey,the fire ascending,fantasy,fantasy,literature fiction chris d'lacey the fire ascending fantasy fantasy
science fiction fantasy,j.d. hallowell,dragon fate,fantasy,fantasy,science fiction fantasy j.d. hallowell dragon fate fantasy fantasy
young adult science fiction urban fantasy,kat falls,dark life,young adult,science fiction,young adult science fiction urban fantasy kat falls dark life young adult science fiction
science fiction,simone pond,the city centre,science fiction,science fiction,science fiction simone pond the city centre science fiction science fiction
science fiction,brent levasseur,first contact,fantasy,science fiction,science fiction brent levasseur first contact fantasy science fiction
young adult,e.r. arroyo,sovereign,science fiction,young adult,young adult e.r. arroyo sovereign science fiction young adult
romance contemporary,m.s. parker,club privé  book i,adult fiction,romance,romance contemporary m.s. parker club privé  book i adult fiction romance
young adult,dina von lowenkraft,dragon fire,fantasy,fantasy,young adult dina von lowenkraft dragon fire fantasy fantasy
science fiction,peter laurent,the covert academy (the covert academy #1),science fiction,fantasy,science fiction peter laurent the covert academy (the covert academy #1) science fiction fantasy
romance,abigail sharpe,who wants to marry a cowboy?,romance,romance,romance abigail sharpe who wants to marry a cowboy? romance romance
young adult,karen sandler,tankborn,science fiction,fantasy,young adult karen sandler tankborn science fiction fantasy
romance,katie lane,make mine a bad boy,romance,romance,romance katie lane make mine a bad boy romance romance
historical romance,rue allyn,one moment's pleasure,historical,romance,historical romance rue allyn one moment's pleasure historical romance
romance,lorraine nelson,a cowgirl's pride,westerns,contemporary,romance lorraine nelson a cowgirl's pride westerns contemporary
romance,kaki warner,pieces of sky,romance,westerns,romance kaki warner pieces of sky romance westerns
humor,cressida cowell,how to be a pirate,fantasy,fantasy,humor cressida cowell how to be a pirate fantasy fantasy
gay lesbian,carter quinn,out of the blackness,romance,sociology,gay lesbian carter quinn out of the blackness romance sociology
science fiction,robert l. slater,all is silence,young adult,science fiction,science fiction robert l. slater all is silence young adult science fiction
manga,naoshi komi,ニセコイ 1 [fake love 1],sequential art,romance,manga naoshi komi ニセコイ 1 [fake love 1] sequential art romance
manga young adult,hiroya oku,gantz 1,sequential art,sequential art,manga young adult hiroya oku gantz 1 sequential art sequential art
manga,nakaba suzuki,the seven deadly sins  vol. 1,sequential art,fantasy,manga nakaba suzuki the seven deadly sins  vol. 1 sequential art fantasy
manga,yuyuko takemiya,toradora! vol. 1,sequential art,romance,manga yuyuko takemiya toradora! vol. 1 sequential art romance
manga,shirow miwa,dogs  bullets & carnage  vol. 1,sequential art,sequential art,manga shirow miwa dogs  bullets & carnage  vol. 1 sequential art sequential art
comics graphic novels,hiroaki samura,blade of the immortal  volume 1  blood of a thousand,sequential art,sequential art,comics graphic novels hiroaki samura blade of the immortal  volume 1  blood of a thousand sequential art sequential art
historical fiction horror manga,hitoshi iwaaki,parasyte  volume 1,sequential art,horror,historical fiction horror manga hitoshi iwaaki parasyte  volume 1 sequential art horror
manga comics humor and comedy,ken akamatsu,negima! magister negi magi  vol. 1,sequential art,fantasy,manga comics humor and comedy ken akamatsu negima! magister negi magi  vol. 1 sequential art fantasy
fantasy humor and comedy,shinobu ohtaka,マギ 1,sequential art,fantasy,fantasy humor and comedy shinobu ohtaka マギ 1 sequential art fantasy
manga comics graphic novels,lynn okamoto,エルフェンリート 1 [elfen lied 1],sequential art,horror,manga comics graphic novels lynn okamoto エルフェンリート 1 [elfen lied 1] sequential art horror
horror fantasy graphic novels,otsuichi,goth,sequential art,horror,horror fantasy graphic novels otsuichi goth sequential art horror
manga,daisuke sato,highschool of the dead  band 1,horror,sequential art,manga daisuke sato highschool of the dead  band 1 horror sequential art
manga,hajime isayama,attack on titan  no regrets  volume 01,sequential art,sequential art,manga hajime isayama attack on titan  no regrets  volume 01 sequential art sequential art
manga,adachitoka,noragami 01,sequential art,fantasy,manga adachitoka noragami 01 sequential art fantasy
manga,haruichi furudate,ハイキュー!! 1 日向と影山 [haikyū!! 1 hinata to kageyama],sequential art,sports and games,manga haruichi furudate ハイキュー!! 1 日向と影山 [haikyū!! 1 hinata to kageyama] sequential art sports and games
fantasy,philip tolhurst,george and the dragon,fantasy,adventure,fantasy philip tolhurst george and the dragon fantasy adventure
manga,rei hiroe,black lagoon  vol. 1,sequential art,sequential art,manga rei hiroe black lagoon  vol. 1 sequential art sequential art
romance,jodi vaughn,texas straight up,romance,westerns,romance jodi vaughn texas straight up romance westerns
comics graphic novels,hideaki sorachi,gin tama  vol. 1,sequential art,fantasy,comics graphic novels hideaki sorachi gin tama  vol. 1 sequential art fantasy
manga,one,ワンパンマン 1 [wanpanman 1],sequential art,sequential art,manga one ワンパンマン 1 [wanpanman 1] sequential art sequential art
comics graphic novels,tōru fujisawa,gto  great teacher onizuka  vol. 1,sequential art,sequential art,comics graphic novels tōru fujisawa gto  great teacher onizuka  vol. 1 sequential art sequential art
romance,ashelyn drake,into the fire,fantasy,young adult,romance ashelyn drake into the fire fantasy young adult
comics graphic novels manga,takehiko inoue,slam dunk  tome 1,sequential art,sequential art,comics graphic novels manga takehiko inoue slam dunk  tome 1 sequential art sequential art
children s,holly smale,picture perfect,young adult,contemporary,children s holly smale picture perfect young adult contemporary
social science fiction,bryan  murphy,houlihan's wake and other fragments of mexico,short stories,poetry,social science fiction bryan  murphy houlihan's wake and other fragments of mexico short stories poetry
literature fiction,annabelle r. charbit,a life lived ridiculously,psychology,see top shelves…,literature fiction annabelle r. charbit a life lived ridiculously psychology see top shelves…
comics graphic novels young adult,kiyohiko azuma,yotsuba&!  vol. 1,sequential art,sequential art,comics graphic novels young adult kiyohiko azuma yotsuba&!  vol. 1 sequential art sequential art
fiction,isis sousa,art of isis sousa & guests  fantasy digital painting techniques & video lectures,art,nonfiction,fiction isis sousa art of isis sousa & guests  fantasy digital painting techniques & video lectures art nonfiction
fantasy,m.l. legette,the tale of mally biddle,fantasy,historical,fantasy m.l. legette the tale of mally biddle fantasy historical
literature fiction,christina sunley,the tricking of freya,fiction,cultural,literature fiction christina sunley the tricking of freya fiction cultural
young adult contemporary fantasy,t.r. graves,guardians of the cross,fantasy,fantasy,young adult contemporary fantasy t.r. graves guardians of the cross fantasy fantasy
mystery,mary kay andrews,little bitty lies,fiction,womens fiction,mystery mary kay andrews little bitty lies fiction womens fiction
literature fiction,dorothea benton frank,sullivan's island,fiction,womens fiction,literature fiction dorothea benton frank sullivan's island fiction womens fiction
literature fiction,thomas wolfe,you can't go home again,fiction,classics,literature fiction thomas wolfe you can't go home again fiction classics
horror,k.h. koehler,the devil you know,fantasy,fantasy,horror k.h. koehler the devil you know fantasy fantasy
literature fiction,harry crews,a feast of snakes,fiction,gothic,literature fiction harry crews a feast of snakes fiction gothic
literature fiction,katherine anne porter,the collected stories of katherine anne porter,short stories,fiction,literature fiction katherine anne porter the collected stories of katherine anne porter short stories fiction
paranormal,teresa gabelman,slade,fantasy,romance,paranormal teresa gabelman slade fantasy romance
urban fantasy,ash krafton,bleeding hearts,paranormal,fantasy,urban fantasy ash krafton bleeding hearts paranormal fantasy
science fiction fantasy,stephen c. ormsby,long lost song,horror,fantasy,science fiction fantasy stephen c. ormsby long lost song horror fantasy
fiction humor and comedy,sean  dietrich,lyla,fiction,see top shelves…,fiction humor and comedy sean  dietrich lyla fiction see top shelves…
literature fiction children s books classics,joel chandler harris,the complete tales of uncle remus,classics,fiction,literature fiction children s books classics joel chandler harris the complete tales of uncle remus classics fiction
fantasy young adult,armen pogharian,misaligned  the celtic connection,fantasy,see top shelves…,fantasy young adult armen pogharian misaligned  the celtic connection fantasy see top shelves…
literature fiction,kaye gibbons,ellen foster,fiction,american,literature fiction kaye gibbons ellen foster fiction american
romance,alyssa rae taylor,resisting ryann,new adult,romance,romance alyssa rae taylor resisting ryann new adult romance
science fiction,nelou keramati,resonance,fantasy,young adult,science fiction nelou keramati resonance fantasy young adult
literature fiction,patricia h. graham,hillbilly tales from the smoky mountains   and other homespun remedies  proverbs  and poetry,fiction,see top shelves…,literature fiction patricia h. graham hillbilly tales from the smoky mountains   and other homespun remedies  proverbs  and poetry fiction see top shelves…
young adult,casey l. bond,sin  part 1,romance,adult fiction,young adult casey l. bond sin  part 1 romance adult fiction
romance,vanessa booke,bound to you  volume 3,romance,romance,romance vanessa booke bound to you  volume 3 romance romance
contemporary,deborah bladon,pulse   part one,romance,adult fiction,contemporary deborah bladon pulse   part one romance adult fiction
literature fiction horror,douglas clegg,mordred  bastard son,fantasy,mythology,literature fiction horror douglas clegg mordred  bastard son fantasy mythology
fiction literature experimental classics,clarice lispector,the hour of the star,fiction,classics,fiction literature experimental classics clarice lispector the hour of the star fiction classics
paranormal,renea mason,symphony of light and winter,fantasy,romance,paranormal renea mason symphony of light and winter fantasy romance
mystery thrillers,sharan newman,guinevere,mythology,fantasy,mystery thrillers sharan newman guinevere mythology fantasy
romance,lauren royal,amethyst,romance,romance,romance lauren royal amethyst romance romance
romance fantasy,claire delacroix,the frost maiden's kiss,romance,romance,romance fantasy claire delacroix the frost maiden's kiss romance romance
romance,ashlyn macnamara,what a lady craves,romance,romance,romance ashlyn macnamara what a lady craves romance romance
romance,willa blair,highland troth,romance,cultural,romance willa blair highland troth romance cultural
historical romance,alice langdon,trusting desire,historical,romance,historical romance alice langdon trusting desire historical romance
short stories,lucy felthouse,bite with height,glbt,adult fiction,short stories lucy felthouse bite with height glbt adult fiction
romance,anne  barton,scandalous summer nights,romance,romance,romance anne  barton scandalous summer nights romance romance
historical romance,regan walker,wind raven,romance,romance,historical romance regan walker wind raven romance romance
romance,margaret mallory,captured by a laird,romance,romance,romance margaret mallory captured by a laird romance romance
memoir,josh hanagarne,the world's strongest librarian  a memoir of tourette's  faith  strength  and the power of family,biography,nonfiction,memoir josh hanagarne the world's strongest librarian  a memoir of tourette's  faith  strength  and the power of family biography nonfiction
literature fiction,chris bachelder,abbott awaits,fiction,novels,literature fiction chris bachelder abbott awaits fiction novels
romance,lynne connolly,rogue in red velvet,romance,romance,romance lynne connolly rogue in red velvet romance romance
romance,nicola cornick,claimed by the laird,romance,romance,romance nicola cornick claimed by the laird romance romance
fiction,barry finlay,kilimanjaro and beyond  a life changing journey,travel,adventure,fiction barry finlay kilimanjaro and beyond  a life changing journey travel adventure
romance,a.s. fenichel,ascension,fantasy,historical,romance a.s. fenichel ascension fantasy historical
science fiction fantasy horror,j. robert king,lancelot du lethe,fantasy,mythology,science fiction fantasy horror j. robert king lancelot du lethe fantasy mythology
science fiction fantasy,virginia chandler,the green knight's apprentice,fantasy,historical,science fiction fantasy virginia chandler the green knight's apprentice fantasy historical
science fiction fantasy,peter david,knight life,fantasy,fiction,science fiction fantasy peter david knight life fantasy fiction
religion spirituality,randy alcorn,courageous,christian fiction,christian,religion spirituality randy alcorn courageous christian fiction christian
historical fiction paranormal romance,b.j.  scott,her highlander's promise,romance,historical,historical fiction paranormal romance b.j.  scott her highlander's promise romance historical
horror romance,ema arius,pravus,fantasy,fantasy,horror romance ema arius pravus fantasy fantasy
science fiction fantasy children s books young adult,gerald morris,the lioness and her knight,fantasy,young adult,science fiction fantasy children s books young adult gerald morris the lioness and her knight fantasy young adult
crime historical fiction,felicity pulman,shalott,young adult,mythology,crime historical fiction felicity pulman shalott young adult mythology
chivalric romance,gottfried von straßburg,tristan  with the tristran of thomas,classics,historical,chivalric romance gottfried von straßburg tristan  with the tristran of thomas classics historical
historical fiction children s books nonfiction,vera chapman,the king's damosel,fantasy,mythology,historical fiction children s books nonfiction vera chapman the king's damosel fantasy mythology
young adult,t.m. franklin,more,fantasy,fantasy,young adult t.m. franklin more fantasy fantasy
comics graphic novels historical fiction fantasy,hal  foster,prince valiant vol. 1  the prophecy,sequential art,sequential art,comics graphic novels historical fiction fantasy hal  foster prince valiant vol. 1  the prophecy sequential art sequential art
historical fiction,ria cantrell,knight storm,romance,historical,historical fiction ria cantrell knight storm romance historical
children s books science fiction fantasy,pamela f. service,winter of magic's return,fantasy,young adult,children s books science fiction fantasy pamela f. service winter of magic's return fantasy young adult
paranormal romance,magen mcminimy,immortal blood,romance,fantasy,paranormal romance magen mcminimy immortal blood romance fantasy
children s books science fiction fantasy,catherine christian,the pendragon,mythology,fantasy,children s books science fiction fantasy catherine christian the pendragon mythology fantasy
fiction paranormal,vanessa a. ryan,a blue moon,fantasy,see top shelves…,fiction paranormal vanessa a. ryan a blue moon fantasy see top shelves…
young adult fantasy,nancy mckenzie,the child queen  the tale of guinevere and king arthur,fantasy,mythology,young adult fantasy nancy mckenzie the child queen  the tale of guinevere and king arthur fantasy mythology
romance,sarah hegger,sweet bea,romance,historical,romance sarah hegger sweet bea romance historical
paranormal,jacquelynn gagne,blood rose,fantasy,paranormal,paranormal jacquelynn gagne blood rose fantasy paranormal
historical fiction romance,april holthaus,highland daydreams,romance,see top shelves…,historical fiction romance april holthaus highland daydreams romance see top shelves…
literature fiction,d.n. simmons,desires unleashed,paranormal,romance,literature fiction d.n. simmons desires unleashed paranormal romance
science fiction fantasy,molly cochran,the forever king,fantasy,mythology,science fiction fantasy molly cochran the forever king fantasy mythology
historical fiction young adult,glynis cooney,daughter of camelot (empire of shadows 1),young adult,fantasy,historical fiction young adult glynis cooney daughter of camelot (empire of shadows 1) young adult fantasy
paranormal,tina pollick,gabriel,paranormal,romance,paranormal tina pollick gabriel paranormal romance
romance,jess  russell,the dressmaker's duke,romance,historical,romance jess  russell the dressmaker's duke romance historical
historical fiction science fiction fantasy,parke godwin,firelord,fantasy,mythology,historical fiction science fiction fantasy parke godwin firelord fantasy mythology
young adult,lindsey r. loucks,the grave winner,fantasy,horror,young adult lindsey r. loucks the grave winner fantasy horror
horror,craig mcgray,the somnibus  the complete edition,horror,see top shelves…,horror craig mcgray the somnibus  the complete edition horror see top shelves…
philosophy,epictetus,the handbook (the encheiridion),philosophy,nonfiction,philosophy epictetus the handbook (the encheiridion) philosophy nonfiction
children s books,philip reeve,here lies arthur,fantasy,young adult,children s books philip reeve here lies arthur fantasy young adult
literature fiction nonfiction women gender studies,nora ephron,i feel bad about my neck  and other thoughts on being a woman,nonfiction,humor,literature fiction nonfiction women gender studies nora ephron i feel bad about my neck  and other thoughts on being a woman nonfiction humor
literature fiction non fiction,jun'ichirō tanizaki,in praise of shadows,nonfiction,cultural,literature fiction non fiction jun'ichirō tanizaki in praise of shadows nonfiction cultural
myths legends children s,roger lancelyn green,king arthur and his knights of the round table,classics,fantasy,myths legends children s roger lancelyn green king arthur and his knights of the round table classics fantasy
children s books,eric rohmann,bone dog,childrens,holiday,children s books eric rohmann bone dog childrens holiday
classical liberal political economist philosophy,frédéric bastiat,the law,politics,philosophy,classical liberal political economist philosophy frédéric bastiat the law politics philosophy
poetry romance,chrétien de troyes,arthurian romances,classics,mythology,poetry romance chrétien de troyes arthurian romances classics mythology
romance literature fiction,joan wolf,the road to avalon,historical,mythology,romance literature fiction joan wolf the road to avalon historical mythology
romance historical fiction,joanna bourne,rogue spy,romance,romance,romance historical fiction joanna bourne rogue spy romance romance
children s,chris raschka,a ball for daisy,childrens,animals,children s chris raschka a ball for daisy childrens animals
young adult,nora raleigh baskin,the summer before boys,realistic fiction,young adult,young adult nora raleigh baskin the summer before boys realistic fiction young adult
romance,chantilly white,pearls of passion,romance,adult fiction,romance chantilly white pearls of passion romance adult fiction
history children s books,patricia c. mckissack,never forgotten,poetry,childrens,history children s books patricia c. mckissack never forgotten poetry childrens
historical fiction,mary anne yarde,the du lac chronicles,historical,romance,historical fiction mary anne yarde the du lac chronicles historical romance
philosophy,marcus aurelius,meditations,philosophy,classics,philosophy marcus aurelius meditations philosophy classics
romance,constance phillips,resurrecting harry,romance,fantasy,romance constance phillips resurrecting harry romance fantasy
young adult history children s,jean fritz,alexander hamilton  the outsider,biography,history,young adult history children s jean fritz alexander hamilton  the outsider biography history
paranormal,jessica  gibson,love and blood,paranormal,fantasy,paranormal jessica  gibson love and blood paranormal fantasy
children s,cheryl carpinello,guinevere  on the eve of legend,mythology,childrens,children s cheryl carpinello guinevere  on the eve of legend mythology childrens
literature fiction comics graphic novels,g. neri,ghetto cowboy,realistic fiction,childrens,literature fiction comics graphic novels g. neri ghetto cowboy realistic fiction childrens
romance,valerie maarten,second chances,romance,romance,romance valerie maarten second chances romance romance
catholicism philosophy,erasmus,in praise of folly,philosophy,classics,catholicism philosophy erasmus in praise of folly philosophy classics
young adult,cecilia galante,the summer of may,childrens,realistic fiction,young adult cecilia galante the summer of may childrens realistic fiction
mystery thrillers,m.a. comley,a time for change,romance,contemporary,mystery thrillers m.a. comley a time for change romance contemporary
philosophy social sciences politics,john stuart mill,utilitarianism,philosophy,nonfiction,philosophy social sciences politics john stuart mill utilitarianism philosophy nonfiction
pseudo history mythology fantasy,geoffrey of monmouth,the history of the kings of britain,history,classics,pseudo history mythology fantasy geoffrey of monmouth the history of the kings of britain history classics
science fiction fantasy,william nicholson,rich and mad,young adult,romance,science fiction fantasy william nicholson rich and mad young adult romance
suspense paranormal,kelly o'callan,other people,health,psychology,suspense paranormal kelly o'callan other people health psychology
mystery thrillers,toby neal,somewhere on maui,romance,romance,mystery thrillers toby neal somewhere on maui romance romance
paranormal,terri herman-poncé,covet,romance,fantasy,paranormal terri herman-poncé covet romance fantasy
literature fiction,john wray,lowboy,fiction,young adult,literature fiction john wray lowboy fiction young adult
young adult,carmen rodrigues,34 pieces of you,young adult,contemporary,young adult carmen rodrigues 34 pieces of you young adult contemporary
children s books,allen say,drawing from memory,art,biography,children s books allen say drawing from memory art biography
psychology,marsha m. linehan,cognitive behavioral treatment of borderline personality disorder,psychology,nonfiction,psychology marsha m. linehan cognitive behavioral treatment of borderline personality disorder psychology nonfiction
philosophy science,aristotle,poetics,philosophy,classics,philosophy science aristotle poetics philosophy classics
health mind body,jerold j. kreisman,sometimes i act crazy  living with borderline personality disorder,psychology,health,health mind body jerold j. kreisman sometimes i act crazy  living with borderline personality disorder psychology health
children s,jennifer richard jacobson,small as an elephant,realistic fiction,childrens,children s jennifer richard jacobson small as an elephant realistic fiction childrens
science fiction fantasy,chris moriarty,the inquisitor’s apprentice,fantasy,historical,science fiction fantasy chris moriarty the inquisitor’s apprentice fantasy historical
science fiction fantasy,david marusek,counting heads,science fiction,fiction,science fiction fantasy david marusek counting heads science fiction fiction
suspense thriller,regina pacelli,into the arms of madness,thriller,thriller,suspense thriller regina pacelli into the arms of madness thriller thriller
literature fiction,alessandro baricco,silk,fiction,historical,literature fiction alessandro baricco silk fiction historical
poetry,joyce sidman,swirl by swirl  spirals in nature,childrens,poetry,poetry joyce sidman swirl by swirl  spirals in nature childrens poetry
fiction,mayi ngwala,congo (spirit of darkness  #1),historical,cultural,fiction mayi ngwala congo (spirit of darkness  #1) historical cultural
literature fiction young adult,laura resau,the queen of water,young adult,historical,literature fiction young adult laura resau the queen of water young adult historical
self help,durgesh satpathy,equating the equations of insanity  a journey from grief to victory,self help,inspirational,self help durgesh satpathy equating the equations of insanity  a journey from grief to victory self help inspirational
romance,nikkie locke,unbound,suspense,romance,romance nikkie locke unbound suspense romance
children s books,carmen agra deedy,the cheshire cheese cat  a dickens of a tale,historical,fantasy,children s books carmen agra deedy the cheshire cheese cat  a dickens of a tale historical fantasy
mystery thrillers,charlie flowers,hard kill,thriller,see top shelves…,mystery thrillers charlie flowers hard kill thriller see top shelves…
fantasy,franny billingsley,chime,fantasy,young adult,fantasy franny billingsley chime fantasy young adult
romance,rionna morgan,the wanting heart,romance,romance,romance rionna morgan the wanting heart romance romance
science fiction young adult,mike a. lancaster,1.4,young adult,science fiction,science fiction young adult mike a. lancaster 1.4 young adult science fiction
romance,moriah densley,song for sophia,romance,romance,romance moriah densley song for sophia romance romance
romance historical fiction,amanda l.v. shalaby,rhianna,romance,historical,romance historical fiction amanda l.v. shalaby rhianna romance historical
nonfiction,amy asbury,the sunset strip diaries,autobiography,mental health,nonfiction amy asbury the sunset strip diaries autobiography mental health
children s books young adult,sarah weeks,pie,mystery,childrens,children s books young adult sarah weeks pie mystery childrens
children s books,wendy wan-long shang,the great wall of lucy wu,realistic fiction,childrens,children s books wendy wan-long shang the great wall of lucy wu realistic fiction childrens
science fiction fantasy,john dechancie,innerverse,science fiction,see top shelves…,science fiction fantasy john dechancie innerverse science fiction see top shelves…
romance,inés saint,strangers in the night,romance,romance,romance inés saint strangers in the night romance romance
biographies memoirs,caroline kraus,borderlines,psychology,autobiography,biographies memoirs caroline kraus borderlines psychology autobiography
children s books,suzanne lafleur,eight keys,realistic fiction,young adult,children s books suzanne lafleur eight keys realistic fiction young adult
fiction travel,l.w. montgomery,promise of departure,fiction,adventure,fiction travel l.w. montgomery promise of departure fiction adventure
young adult,matthew j. kirby,icefall,fantasy,young adult,young adult matthew j. kirby icefall fantasy young adult
literature fiction,joan bauer,close to famous,realistic fiction,young adult,literature fiction joan bauer close to famous realistic fiction young adult
science fiction fantasy,kathleen ann goonan,mississippi blues,science fiction,fiction,science fiction fantasy kathleen ann goonan mississippi blues science fiction fiction
children s young adult,phoebe stone,the romeo and juliet code,fiction,historical,children s young adult phoebe stone the romeo and juliet code fiction historical
